0 54
1 54
2 54
3 55
4 55
5 55
6 56
7 56
8 56
9 57
10 57
11 57
12 58
13 58
14 58
15 59
16 59
17 59
18 60
19 60
20 60
21 61
22 61
23 61
24 62
25 62
26 62
27 63
28 63
29 63
30 64
31 64
32 64
33 65
34 65
35 65
36 66
37 66
38 66
39 67
40 67
41 67
42 68
43 68
44 68
45 69
46 69
47 69
48 70
49 70
50 70
51 71
52 71
53 71
54 72
54 73
54 74
55 72
55 73
55 74
56 72
56 73
56 74
57 75
57 76
57 77
58 75
58 76
58 77
59 75
59 76
59 77
60 78
60 79
60 80
61 78
61 79
61 80
62 78
62 79
62 80
63 81
63 82
63 83
64 81
64 82
64 83
65 81
65 82
65 83
66 84
66 85
66 86
67 84
67 85
67 86
68 84
68 85
68 86
69 87
69 88
69 89
70 87
70 88
70 89
71 87
71 88
71 89
72 90
72 91
72 92
73 93
73 94
73 95
74 96
74 97
74 98
75 90
75 91
75 92
76 93
76 94
76 95
77 96
77 97
77 98
78 90
78 91
78 92
79 93
79 94
79 95
80 96
80 97
80 98
81 90
81 91
81 92
82 93
82 94
82 95
83 96
83 97
83 98
84 90
84 91
84 92
85 93
85 94
85 95
86 96
86 97
86 98
87 90
87 91
87 92
88 93
88 94
88 95
89 96
89 97
89 98
