0 64
16 64
32 64
48 64
0 65
4 65
8 65
12 65
0 66
1 66
2 66
3 66
16 77
20 77
24 77
28 77
16 78
17 78
18 78
19 78
32 89
36 89
40 89
44 89
32 90
33 90
34 90
35 90
48 101
52 101
56 101
60 101
48 102
49 102
50 102
51 102
4 76
20 76
36 76
52 76
4 69
5 69
6 69
7 69
20 81
21 81
22 81
23 81
36 93
37 93
38 93
39 93
52 105
53 105
54 105
55 105
8 88
24 88
40 88
56 88
8 72
9 72
10 72
11 72
24 84
25 84
26 84
27 84
40 96
41 96
42 96
43 96
56 108
57 108
58 108
59 108
12 100
28 100
44 100
60 100
12 75
13 75
14 75
15 75
28 87
29 87
30 87
31 87
44 99
45 99
46 99
47 99
60 111
61 111
62 111
63 111
1 67
17 67
33 67
49 67
1 68
5 68
9 68
13 68
17 80
21 80
25 80
29 80
33 92
37 92
41 92
45 92
49 104
53 104
57 104
61 104
5 79
21 79
37 79
53 79
9 91
25 91
41 91
57 91
13 103
29 103
45 103
61 103
2 70
18 70
34 70
50 70
2 71
6 71
10 71
14 71
18 83
22 83
26 83
30 83
34 95
38 95
42 95
46 95
50 107
54 107
58 107
62 107
6 82
22 82
38 82
54 82
10 94
26 94
42 94
58 94
14 106
30 106
46 106
62 106
3 73
19 73
35 73
51 73
3 74
7 74
11 74
15 74
19 86
23 86
27 86
31 86
35 98
39 98
43 98
47 98
51 110
55 110
59 110
63 110
7 85
23 85
39 85
55 85
11 97
27 97
43 97
59 97
15 109
31 109
47 109
63 109
