0 30
0 1
0 100
0 29
1 99
1 34
2 47
2 82
3 99
4 102
4 14
5 45
6 32
6 28
7 96
7 97
7 88
7 89
7 81
7 47
7 84
7 50
8 43
9 40
10 26
10 76
10 37
11 40
12 40
13 40
15 80
15 67
16 82
17 102
18 19
18 20
18 21
18 22
18 36
18 44
18 93
19 36
19 107
19 62
19 92
20 70
20 83
20 63
21 36
21 91
22 36
23 102
24 32
24 28
25 102
26 37
27 105
27 80
28 80
28 41
28 98
28 42
28 52
28 68
28 77
31 80
31 67
32 41
32 98
32 42
32 67
32 52
32 77
33 76
33 37
34 76
34 37
35 102
36 104
36 93
37 51
37 76
37 47
38 102
39 99
40 106
40 44
40 83
40 59
40 60
40 61
40 49
40 72
44 50
44 56
44 57
44 104
44 45
46 102
47 67
47 58
47 48
47 82
47 102
50 97
50 82
51 76
53 71
54 99
55 102
56 104
57 104
58 82
64 100
65 102
66 102
67 80
69 102
73 100
74 97
75 102
76 97
78 99
79 83
80 82
81 97
81 88
81 89
82 102
84 97
84 88
84 89
85 102
86 99
87 102
88 96
88 97
88 89
88 99
88 100
89 96
89 97
89 99
89 100
90 93
94 102
95 97
96 97
97 104
97 99
97 100
99 101
102 103
