0 48
0 23
0 5
1 64
1 63
2 46
2 49
2 23
3 17
3 40
3 4
3 75
4 17
4 65
4 5
5 23
5 36
5 48
5 10
5 11
5 45
6 68
6 43
7 9
7 44
7 63
7 39
7 71
7 14
8 18
8 74
8 71
8 65
9 44
9 60
9 63
9 13
9 33
10 48
10 23
11 23
12 33
12 41
12 25
14 20
15 18
15 58
15 62
16 17
16 18
16 43
16 75
17 71
17 50
18 27
19 26
19 63
20 67
20 69
20 70
20 64
21 51
21 52
22 53
22 49
22 25
23 36
23 46
23 48
23 73
23 76
23 39
23 47
24 59
24 34
25 68
26 64
26 63
27 75
27 78
28 51
28 42
28 49
29 51
29 42
29 49
30 51
30 49
31 52
32 46
32 51
32 34
33 46
33 41
33 77
33 59
34 46
34 49
34 53
34 55
35 69
35 78
37 52
37 38
37 47
38 52
38 76
39 45
40 50
40 68
40 74
40 58
40 62
41 77
42 56
43 50
43 78
45 61
45 66
46 49
46 52
47 76
49 51
50 69
50 65
50 64
50 75
51 52
52 54
53 55
57 69
57 64
57 63
58 75
60 64
60 63
61 66
64 71
65 69
65 71
66 68
68 71
68 75
69 71
69 75
70 71
72 76
